uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor	sma_papers	novelty_bucket	druggability_score	druggability_tier	druggability_note
Q92993	0.510658	0.46172848	0.4776556	0.78837734	0.77019906	0.55506027	0.78837734	0.67171884	KAT5	ENSG00000172977	31.1	33.7	39.4	31.3	Lysine acetyltransferase 5	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	1.0	druggable	bucket=4
Q9NVF7	0.50826824	0.51955473	0.45530674	0.7903838	0.72489834	0.552007	0.7903838	0.6711954	FBXO28	ENSG00000143756	6.5	9.9	11.6	7.6	F-box protein 28	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7Z6E9	0.4821316	0.6709006	0.4582913	0.7416102	0.79171073	0.60075855	0.7416102	0.6711844	RBBP6	ENSG00000122257	17.4	17.5	28.9	22.9	RB binding protein 6, ubiquitin ligase	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5VZ89	0.55372095	0.49279332	0.5108635	0.7585237	0.77684736	0.5835563	0.7585237	0.67104	DENND4C	ENSG00000137145	5.0	7.0	8.5	11.3	DENN domain containing 4C	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9UN79	0.42372555	0.6825563	0.43101686	0.77326536	0.73789334	0.568798	0.77326536	0.6710317	SOX13	ENSG00000143842	17.0	10.1	20.2	17.0	SRY-box transcription factor 13	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q86Y13	0.57384145	0.58079886	0.5613593	0.7230943	0.7551323	0.61778295	0.7230943	0.67043865	DZIP3	ENSG00000198919	7.9	21.9	11.5	10.9	DAZ interacting zinc finger protein 3	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O75592	0.4888117	0.56163996	0.47645488	0.7539648	0.81746125	0.58609194	0.7539648	0.6700283	MYCBP2	ENSG00000005810	14.2	35.8	17.0	16.6	MYC binding protein 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q5SW79	0.47683173	0.63364655	0.46546817	0.74237597	0.8140527	0.5974998	0.74237597	0.66993785	CEP170	ENSG00000143702	22.8	16.3	9.4	7.0	Centrosomal protein 170	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8WUY3	0.5111146	0.6276089	0.45351118	0.7503892	0.7610614	0.588324	0.7503892	0.6693566	PRUNE2	ENSG00000106772	34.9	40.8	14.7	7.3	Prune homolog 2 with BCH domain	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P78527	0.6171753	0.4894367	0.57595074	0.72190845	0.78463256	0.6167988	0.72190845	0.6693536	PRKDC	ENSG00000253729	11.2	14.8	25.3	16.1	Protein kinase, DNA-activated, catalytic subunit	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=2 clinical
Q9HAS0	0.5292143	0.49814993	0.43574318	0.7728181	0.7991297	0.56555927	0.7728181	0.6691887	C17orf75	ENSG00000108666	11.8	15.8	16.4	18.1	Chromosome 17 open reading frame 75	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q07021	0.6262751	0.47709855	0.41866463	0.7658144	0.767569	0.5724018	0.7658144	0.66910815	C1QBP	ENSG00000108561	74.8	89.5	163.3	119.1	Complement C1q binding protein	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters	False	0	truly_novel	0.6	discovery_opportunity	bucket=7
Q92616	0.6111598	0.4575686	0.5421493	0.7362429	0.7955866	0.6016161	0.7362429	0.66892946	GCN1	ENSG00000089154	7.7	9.3	41.7	15.1	GCN1 activator of EIF2AK4	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q92665	0.5893283	0.5693437	0.4423334	0.7364475	0.8036767	0.60117054	0.7364475	0.66880906	MRPS31	ENSG00000102738	9.1	10.8	25.8	22.5	Mitochondrial ribosomal protein S31	Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q4FZB7	0.45035398	0.64471585	0.4436011	0.75825495	0.77809364	0.57919115	0.75825495	0.66872305	KMT5B	ENSG00000110066	15.3	12.6	16.2	15.3	Lysine methyltransferase 5B	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q96HH9	0.52367365	0.5854932	0.4900731	0.74200535	0.7819546	0.59529865	0.74200535	0.668652	GRAMD2B	ENSG00000155324	23.1	35.6	3.8	11.0	GRAM domain containing 2B	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P41970	0.45292744	0.65019023	0.41129044	0.7706283	0.7507045	0.56627816	0.7706283	0.6684532	ELK3	ENSG00000111145	5.9	5.6	10.5	22.2	ETS transcription factor ELK3	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q9UGI0	0.47948486	0.5214347	0.49770188	0.7595404	0.8069756	0.57639927	0.7595404	0.6679698	ZRANB1	ENSG00000019995	8.7	15.4	50.1	19.3	Zinc finger RANBP2-type containing 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H9B1	0.47140697	0.5987119	0.44325677	0.763379	0.77657926	0.5724887	0.763379	0.6679338	EHMT1	ENSG00000181090	8.7	10.7	29.4	12.8	Euchromatic histone lysine methyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
O60583	0.47540778	0.5832307	0.4909625	0.75713235	0.7610643	0.5776663	0.75713235	0.6673993	CCNT2	ENSG00000082258	11.2	9.2	9.8	11.0	Cyclin T2	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
P17302	0.5592621	0.47009286	0.45218438	0.76442295	0.79793036	0.5698674	0.76442295	0.66714513	GJA1	ENSG00000152661	59.3	221.0	10.0	158.1	Gap junction protein alpha 1	Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	False	1	some_prior_work	1.0	druggable	bucket=4
P39880	0.45440316	0.64832413	0.5793667	0.7355056	0.71281046	0.5987261	0.7355056	0.6671158	CUX1	ENSG00000257923	44.3	32.5	42.6	77.5	Cut like homeobox 1	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	False	3	some_prior_work	0.1	difficult	bucket=10
Q8WUM0	0.60376495	0.4544654	0.5224955	0.75406325	0.7393292	0.58001375	0.75406325	0.6670385	NUP133	ENSG00000069248	9.9	13.5	17.0	14.2	Nucleoporin 133	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.6	discovery_opportunity	bucket=6
Q9C0B5	0.4405563	0.56375235	0.38920513	0.7739953	0.8398329	0.5583367	0.7739953	0.66616595	ZDHHC5	ENSG00000156599	7.1	12.9	38.3	26.2	Zinc finger DHHC-type palmitoyltransferase 5	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P48634	0.4381274	0.68352294	0.39531752	0.75757086	0.77794147	0.57372737	0.75757086	0.6656491	PRRC2A	ENSG00000204469	27.7	67.8	51.6	38.7	Proline rich coiled-coil 2A	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P48443	0.5271071	0.4675707	0.4956882	0.780777	0.7107242	0.5502725	0.780777	0.6655247	RXRG	ENSG00000143171	15.5	9.2	46.6	5.4	Retinoid X receptor gamma	Cancer-related genes, FDA approved drug targets, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q13155	0.6376136	0.47909898	0.5299055	0.73687583	0.72968495	0.5940758	0.73687583	0.66547585	AIMP2	ENSG00000106305	13.4	12.3	151.1	43.4	Aminoacyl tRNA synthetase complex interacting multifunctional protein 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
O75461	0.5057709	0.58821106	0.4658975	0.73981094	0.7953237	0.5888008	0.73981094	0.66430587	E2F6	ENSG00000169016	5.0	4.1	13.6	7.2	E2F transcription factor 6	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
O43283	0.41874102	0.58946043	0.48183328	0.76391685	0.76608133	0.56402904	0.76391685	0.663973	MAP3K13	ENSG00000073803	33.3	28.2	4.4	9.8	Mitogen-activated protein kinase kinase kinase 13	Cancer-related genes, Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=2 clinical
O75121	0.545552	0.52141935	0.45100528	0.7486475	0.7930923	0.5777672	0.7486475	0.66320735	MFAP3L	ENSG00000198948	21.3	20.7	4.7	1.6	Microfibril associated protein 3 like	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P19793	0.53208005	0.4525472	0.5031522	0.780458	0.6919383	0.5449294	0.780458	0.6626937	RXRA	ENSG00000186350	11.1	25.2	120.6	28.3	Retinoid X receptor alpha	Cancer-related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q9Y247	0.5594232	0.5006196	0.49930745	0.72861123	0.824718	0.59601706	0.72861123	0.6623142	FAM50B	ENSG00000145945	14.0	18.8	30.1	17.0	Family with sequence similarity 50 member B	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5VZI3	0.4856056	0.52880657	0.39852786	0.77629054	0.7772187	0.5475397	0.77629054	0.6619151	TMEM268	ENSG00000157693	6.5	19.5	4.2	3.1	Transmembrane protein 268	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P43354	0.48153794	0.5670814	0.49012187	0.76233697	0.7067741	0.56137884	0.76233697	0.6618579	NR4A2	ENSG00000153234	9.7	10.3	11.2	36.1	Nuclear receptor subfamily 4 group A member 2	Cancer-related genes, Disease related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	1.0	druggable	bucket=4
Q8IXX5	0.46197438	0.5902011	0.38819316	0.76780504	0.7811644	0.55538327	0.76780504	0.66159415	TMEM183A	ENSG00000163444	17.7	40.9	14.2	16.1	Transmembrane protein 183A	Essential proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96HN2	0.5505515	0.40211773	0.47106832	0.7660867	0.801317	0.5562636	0.7660867	0.66117513	AHCYL2	ENSG00000158467	18.2	30.6	35.0	4.3	Adenosylhomocysteinase like 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NWD8	0.5264603	0.5277168	0.4050449	0.7531574	0.8173654	0.5691469	0.7531574	0.6611521	TMEM248	ENSG00000106609	20.6	29.8	22.0	30.9	Transmembrane protein 248	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7LBC6	0.4533865	0.6842761	0.39966416	0.7419336	0.7795506	0.57921934	0.7419336	0.66057646	KDM3B	ENSG00000120733	14.6	16.6	40.0	19.4	Lysine demethylase 3B	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q5T4S7	0.49811703	0.54339695	0.4439624	0.7494572	0.80003834	0.57137865	0.7494572	0.6604179	UBR4	ENSG00000127481	28.6	51.6	122.8	55.9	Ubiquitin protein ligase E3 component n-recognin 4	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P42677	0.51037514	0.5346124	0.41538006	0.7425874	0.8508632	0.5778077	0.7425874	0.66019756	RPS27	ENSG00000177954	3198.9	2115.7	4810.1	3392.0	Ribosomal protein S27	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
O00566	0.6033323	0.5515351	0.51075673	0.7131433	0.7626749	0.60707474	0.7131433	0.66010904	MPHOSPH10	ENSG00000124383	21.5	16.6	35.8	20.1	M-phase phosphoprotein 10	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
P49750	0.4455583	0.6740842	0.41288793	0.74943566	0.7504387	0.57074225	0.74943566	0.66008896	YLPM1	ENSG00000119596	10.9	13.9	12.9	10.7	YLP motif containing 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H2U2	0.55616105	0.5424522	0.45343822	0.7434199	0.7516662	0.5759294	0.7434199	0.65967464	PPA2	ENSG00000138777	7.1	10.5	25.8	26.7	Inorganic pyrophosphatase 2	Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6Y2X3	0.4593354	0.56650174	0.40430453	0.7640834	0.7878344	0.554494	0.7640834	0.6592887	DNAJC14	ENSG00000135392	11.0	12.8	10.4	11.5	DnaJ heat shock protein family (Hsp40) member C14	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8IZD2	0.4485465	0.69265485	0.502074	0.73078954	0.7051939	0.5871173	0.73078954	0.6589534	KMT2E	ENSG00000005483	8.1	12.4	4.8	8.5	Lysine methyltransferase 2E (inactive)	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q12769	0.5797	0.48298138	0.49866384	0.7478374	0.7147932	0.56903464	0.7478374	0.65843606	NUP160	ENSG00000030066	5.4	6.6	10.5	8.1	Nucleoporin 160	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q5T0T0	0.4983971	0.5410921	0.48145097	0.7435925	0.77193135	0.5732179	0.7435925	0.6584052	MARCHF8	ENSG00000165406	18.6	11.7	13.8	19.2	Membrane associated ring-CH-type finger 8	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9P2G1	0.51188564	0.55123866	0.5183957	0.7442187	0.70849574	0.5725039	0.7442187	0.6583613	ANKIB1	ENSG00000001629	17.8	19.3	7.2	9.6	Ankyrin repeat and IBR domain containing 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9HCH5	0.48209143	0.60525155	0.49306935	0.7299254	0.76574457	0.58653927	0.7299254	0.65823233	SYTL2	ENSG00000137501	9.7	32.6	4.7	7.9	Synaptotagmin like 2	Plasma proteins, Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q9NR28	0.5478991	0.5131365	0.4779358	0.72730947	0.81220436	0.58779395	0.72730947	0.6575517	DIABLO	ENSG00000184047	28.6	21.5	27.4	24.7	Diablo IAP-binding mitochondrial protein	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NU53	0.5202457	0.5573724	0.41952968	0.7419734	0.79212636	0.57231855	0.7419734	0.657146	GINM1	ENSG00000055211	44.8	22.6	44.0	54.8	Glycosylated integral membrane protein 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8N111	0.5240939	0.6280577	0.39317602	0.7219741	0.8212257	0.5916383	0.7219741	0.65680623	CEND1	ENSG00000184524	52.9	277.6	0.1	1.1	Cell cycle exit and neuronal differentiation 1	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9HCC9	0.48041046	0.57138336	0.4125772	0.7462889	0.79705465	0.5653564	0.7462889	0.65582263	ZFYVE28	ENSG00000159733	6.3	16.8	2.7	3.7	Zinc finger FYVE-type containing 28	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P41229	0.58015245	0.41320285	0.52436906	0.75288737	0.71602	0.55843604	0.75288737	0.6556617	KDM5C	ENSG00000126012	12.6	19.9	44.5	19.9	Lysine demethylase 5C	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	druggable	bucket=4
Q9BY66	0.59103733	0.43039888	0.53347594	0.7433694	0.7160786	0.56774765	0.7433694	0.6555585	KDM5D	ENSG00000012817	9.7	9.4	15.4	13.5	Lysine demethylase 5D	Enzymes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	druggable	bucket=5
P82094	0.54769105	0.6315792	0.69154894	0.6694784	0.6946989	0.64137954	0.6694784	0.655429	TMF1	ENSG00000144747	5.7	7.3	9.8	8.6	TATA element modulatory factor 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
P0DJ93	0.51859367	0.5226209	0.37014782	0.7474371	0.84210485	0.56336683	0.7474371	0.65540195	SMIM13	ENSG00000224531	16.7	26.0	10.8	6.2	Small integral membrane protein 13	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8TEH3	0.44226348	0.5428396	0.397979	0.77263427	0.76853114	0.5379033	0.77263427	0.6552688	DENND1A	ENSG00000119522	6.4	15.2	10.5	7.2	DENN domain containing 1A	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9Y2E6	0.46068025	0.6006315	0.4008269	0.7582797	0.7446313	0.5516925	0.7582797	0.6549861	DTX4	ENSG00000110042	55.5	12.5	1.3	3.0	Deltex E3 ubiquitin ligase 4	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P49585	0.54457444	0.4849162	0.43694022	0.7415607	0.8016592	0.56702256	0.7415607	0.6542916	PCYT1A	ENSG00000161217	14.8	15.1	69.1	43.5	Phosphate cytidylyltransferase 1A, choline	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8TCQ1	0.49138469	0.5193309	0.47365695	0.7418386	0.78035057	0.5661808	0.7418386	0.6540097	MARCHF1	ENSG00000145416	8.0	12.3	1.0	1.6	Membrane associated ring-CH-type finger 1	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q96Q15	0.54010785	0.5583111	0.5177827	0.7069206	0.7858331	0.6005087	0.7069206	0.65371466	SMG1	ENSG00000157106	7.8	10.9	49.8	12.4	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	Enzymes, Essential proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
P48551	0.49923742	0.5637896	0.424191	0.75463444	0.7239585	0.5527941	0.75463444	0.6537143	IFNAR2	ENSG00000159110	9.7	7.2	6.2	10.7	Interferon alpha and beta receptor subunit 2	Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	False	1	some_prior_work	0.6	discovery_opportunity	bucket=7
Q12923	0.45808536	0.5770886	0.52195203	0.73371243	0.737405	0.5736327	0.73371243	0.6536726	PTPN13	ENSG00000163629	7.3	9.0	0.9	5.9	Protein tyrosine phosphatase non-receptor type 13	Cancer-related genes, Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
P13056	0.49384752	0.59608984	0.48109588	0.7419486	0.6902521	0.5653213	0.7419486	0.65363497	NR2C1	ENSG00000120798	5.8	5.3	13.2	9.5	Nuclear receptor subfamily 2 group C member 1	Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.6	discovery_opportunity	bucket=8
O00273	0.50791997	0.5668667	0.44829988	0.7351693	0.762714	0.5714501	0.7351693	0.6533097	DFFA	ENSG00000160049	14.7	11.5	11.4	11.3	DNA fragmentation factor subunit alpha	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6PD74	0.60321724	0.53525996	0.44694883	0.7295003	0.721642	0.576767	0.7295003	0.65313363	AAGAB	ENSG00000103591	9.1	20.5	30.0	14.8	Alpha and gamma adaptin binding protein	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P42166	0.47879028	0.6716286	0.4236752	0.7206925	0.76681525	0.5852273	0.7206925	0.65295994	TMPO	ENSG00000120802	9.4	11.9	11.4	10.6	Thymopoietin	Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q13129	0.5380595	0.6327959	0.5109925	0.7135103	0.6866553	0.5921258	0.7135103	0.652818	RLF	ENSG00000117000	5.2	6.7	8.0	7.2	RLF zinc finger	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	2	some_prior_work	0.1	difficult	bucket=10
Q03181	0.5725256	0.42623422	0.516972	0.7508347	0.70107377	0.55420136	0.7508347	0.65251803	PPARD	ENSG00000112033	23.8	33.1	27.9	22.2	Peroxisome proliferator activated receptor delta	FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	1.0	clinical_precedent	bucket=1 clinical
Q92800	0.5078759	0.5524763	0.47449595	0.73305017	0.7524437	0.571823	0.73305017	0.6524366	EZH1	ENSG00000108799	32.1	33.2	41.4	30.3	Enhancer of zeste 1 polycomb repressive complex 2 subunit	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
O94822	0.5973886	0.511408	0.5482566	0.7100122	0.72048044	0.5943834	0.7100122	0.65219784	LTN1	ENSG00000198862	5.7	8.3	8.9	7.2	Listerin E3 ubiquitin protein ligase 1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q15811	0.51894724	0.5478706	0.6280694	0.69600344	0.7380439	0.60823274	0.69600344	0.6521181	ITSN1	ENSG00000205726	10.0	19.5	20.6	19.8	Intersectin 1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NSY1	0.43612003	0.5961785	0.44102585	0.7398962	0.7774346	0.5626898	0.7398962	0.651293	BMP2K	ENSG00000138756	5.6	7.1	2.8	7.5	BMP2 inducible kinase	Enzymes, Predicted intracellular proteins	False	2	some_prior_work	1.0	druggable	bucket=4
O43597	0.45705518	0.5353135	0.37065786	0.77206516	0.7588957	0.53048056	0.77206516	0.6512729	SPRY2	ENSG00000136158	28.5	37.8	35.0	45.5	Sprouty RTK signaling antagonist 2	Disease related genes, Plasma proteins, Predicted membrane proteins	False	3	some_prior_work	0.1	difficult	bucket=10
Q9Y2I1	0.5001772	0.48839897	0.44089705	0.75802207	0.7482205	0.5444234	0.75802207	0.6512227	NISCH	ENSG00000010322	34.9	89.6	34.6	46.6	Nischarin	Essential proteins, FDA approved drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
P30622	0.5768626	0.4816506	0.6975341	0.6817696	0.7255584	0.6204014	0.6817696	0.6510855	CLIP1	ENSG00000130779	12.5	26.7	283.5	40.3	CAP-Gly domain containing linker protein 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q08495	0.4411005	0.6526363	0.42097256	0.7355943	0.7466325	0.56533545	0.7355943	0.6504649	DMTN	ENSG00000158856	25.6	319.1	62.3	66.3	Dematin actin binding protein	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96RD6	0.52032435	0.4750256	0.40097255	0.7493087	0.8100336	0.551589	0.7493087	0.65044886	PANX2	ENSG00000073150	7.9	38.6	0.6	0.6	Pannexin 2	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P28702	0.43383342	0.51160514	0.37758416	0.7902398	0.7183027	0.5103314	0.7902398	0.6502856	RXRB	ENSG00000204231	19.0	35.0	40.8	30.2	Retinoid X receptor beta	Cancer-related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q96KC8	0.5228943	0.53260535	0.5001944	0.71530545	0.78474283	0.58510923	0.71530545	0.65020734	DNAJC1	ENSG00000136770	13.0	6.2	12.1	15.2	DnaJ heat shock protein family (Hsp40) member C1	Predicted membrane proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q8N4C8	0.41766766	0.54036003	0.46745408	0.7485566	0.7813078	0.5516974	0.7485566	0.650127	MINK1	ENSG00000141503	21.8	42.2	11.8	15.3	Misshapen like kinase 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q9P2D1	0.4248799	0.626158	0.44564885	0.74340606	0.730608	0.5568237	0.74340606	0.6501149	CHD7	ENSG00000171316	6.6	3.9	9.8	3.5	Chromodomain helicase DNA binding protein 7	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9Y5B6	0.5558787	0.59925497	0.5313285	0.70214415	0.7031616	0.5974059	0.70214415	0.649775	PAXBP1	ENSG00000159086	6.4	4.8	9.2	4.8	PAX3 and PAX7 binding protein 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9HBL0	0.39817274	0.59317774	0.3636763	0.775012	0.73842	0.5233617	0.775012	0.64918685	TNS1	ENSG00000079308	53.1	16.6	160.2	156.7	Tensin 1	Plasma proteins, Predicted intracellular proteins	False	2	some_prior_work	0.1	difficult	bucket=10
Q4ZG55	0.43876594	0.6039467	0.39594424	0.7485744	0.7590305	0.54942185	0.7485744	0.64899814	GREB1	ENSG00000196208	5.9	7.8	3.7	4.3	Growth regulating estrogen receptor binding 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q13438	0.56048477	0.5468931	0.40362358	0.72629523	0.7746998	0.5714253	0.72629523	0.6488603	OS9	ENSG00000135506	45.5	74.4	56.5	105.9	OS9 endoplasmic reticulum lectin	Essential proteins, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
