canonical_smiles,campaigns_hit,targets_hit,n_campaigns,tier_A_hits,tier_B_hits,tier_C_hits
CNC(=O)c1ccc2ccc(C(=O)Nc3ccc(N4CCCC4)cc3)cc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNC(=O)c1cccc(Nc2ccc3nc(=O)nc4c-3c(c2)N[C@]2(CN2)C4)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNC(=O)c1ccnc(NCCCCC2CCC3CCC4CNC2C34)c1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
CNC1=C2C=CC3=C4C(=CCC(=CC1=O)[C@@H]24)C[C@H]1C2=C(C[C@@H]31)[C@H](O)CCC2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNC1=CC2C(C[N+](=C(C)C)C2CC2SCC3C(NO)COC4C2C34)C(C)C1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CNC1=NC(c2ccc(C)cc2)=CC=C(N[C@@H](CCc2ccccc2)C(N)=O)N1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNC1CC2CCCCC2C(CCC2CCCCC(O)C(=O)C2O)C1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CNC1CCN(Cc2ccccc2)C(COc2cc(F)c3c(=O)[nH]ccc3c2)C1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CNC1CCN(c2cccc3c(N)nccc23)CC1CCc1ccccc1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CNCC1=CC2=C(c3ccc(CNCc4cccnc4)cc3)CCCC2=N1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNCC1CC(C)N(CCCCN2CCNCC2)CC1Nc1ccnc2ncccc12,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CNCC1CCN(c2ccnc3nccc(C)c23)CC1NC(O)c1ccccc1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CNCCC(CN1CCN(C(C)=O)CC1)Oc1ccc2c(N)nccc2c1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CNCCN(CCc1ccccc1-c1ccc2c(N)nccc2c1)C(=O)OC,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNCCOc1[nH+]c2ccc(O)cc2cc1-c1cc(-c2ccccc2)n[nH]1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNC[C@H]1CCCN(c2cnc3ccc(-c4cc(-c5cccnc5)ccn4)cc3n2)C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNCc1ccc(-c2ccc(-c3ccc(-c4nn[nH]n4)o3)c(OC)c2)s1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNCc1ccc(S(=O)(=O)N2CCCC2)cc1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
CN[C@H](C=Cc1cn[nH]c1Nc1cccc(-c2[nH+]cccc2N)c1)c1ccccc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNc1c(C(=O)Nc2cccc(C)c2)c(C)nc2c1ccc1cc(OCO)ccc12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNc1c(C)ccc(Nc2ccccc2Cc2cnc3cccccc2-3)c1C,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNc1cc(-c2ccc(NCCn3cncn3)cc2C)cc(N2CCCC2)n1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNc1ccc(CNC(=O)NCCc2nnc(-c3ccncc3)o2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CNc1ncnc2c(Nc3ccccc3NC(=O)c3ccccc3)cccc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CNc1ncnc2ncnc(N[C@H](c3ccccc3)c3ccco3)c12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COC(=O)C1=Cc2cccc(c2)OCC(=O)Nc2cccc(O)c2C=[N+]=C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COC(=O)CCNC1CC(CNC2CC=CC3C(F)CCCC23)CCN1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COC(=O)NCC(COc1ccnc2ccccc12)C1CC(c2ccccn2)N(C)C1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COC(=O)[C@H](Nc1cccc2ccccc12)c1ccc(O)cc1OC,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COC(=O)[C@H]1CCCC(N=Nc2ccc3c(O)nc(O)c4c3c2-c2ncn(C)c2N4)=N1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COC(=O)c1c(C)nc2cccc3c4ccccc4c4cccc(c4)c1c23,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC(=O)c1ccc(CCn2c(=O)c3c(ccc4cc(C)oc43)c3cccnc32)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COC(=O)c1ccc2[nH]cc(NC(=O)c3ccc(N4CCCC4)cc3)c2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC(=O)c1ccc2c(c1)N1CCC[C@H]1C(=O)N(c1ccc(N(C)C)cc1)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC(=O)c1ccc2cc(C(=O)O)ccc2c1.O[C@@H]1[C@H]2C[C@@H]3NO[C@H]2[C@H]2CC[C@@H](OOO3)[C@@H]12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC(=O)c1cccc(-c2[nH+]n3c4c(cc5cccc2c53)C(C)=CNC=4O)c1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COC(C)(C)c1ccc2c(c1)C[C@H]1C(=N)C3=CNc4ccccc4C=C3[C@H]1CC2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC(COc1ccc2c(=O)[nH]ccc2c1)C1Cc2cncnc2N1CC(C)C,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COC(NN=C[C@H]1C=CNCC1)=c1nnc2ncc3nc4ccncc4c3cc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COC(O)C1=C(c2ccccc2)[S+]=C2C(=O)N(C3CCCCC3)N=C21,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
COC(O)CCCCOC1=CC(F)C=C(N=CC2=CCCC2)C1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COC(O)CNN=CCCNOC1=CC(=CC2CCCc3ccccc32)CCC1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COC1=C(C2CCN(c3cccc[nH+]3)C2=O)[n+]2cc3ccccc3c3cccc1c32,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COC1=C(O)C[C@H]2CC(O)=C([C@@H]3C(=O)c4cc(O)ccc4-c4cc(C)ccc43)[C@@H]12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COC1=CC2CCCC3CC(=NC4OCC(O)C5C(O)C(C)CC45)NC(C1)C23,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
COC1=CN=CNc2c(Nc3ccccc3)cc(-c3cc[nH+]cn3)cc21,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COC1=Cc2cc3c(C)cncc3c3cccc(c23)C1=O.COc1ccccc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COC1=Cc2nc3ccc(O)cc3nc2C2=CC=c3ccccc3=CC2=C1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COC1CC(OC)N(c2nccc3cnccc23)CC1OCCCCN,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCC=O.COCCOCCNC1=CC2CCC3CCC(CC1)C23,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COCCCN1CC(CNCc2ccccc2)CC(Cn2ccc3c(N)ncnc32)C1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCCNC(C)CC1CN(c2ccc3ncccc3c2)CCN1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCCNCCNc1ccc(-c2cccc3c(N)nccc23)cc1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCN1CCN(c2ccc3c(N)nccc3c2)CC(CN(C)CCN)C1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCN1CCN(c2cccc(O)c2)c2cc3cccc(C#N)c3nc2C1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCNC=NNC1C=CC=C(C2CC(=C3CCCCC3)C(C)N2)CC1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COCCNCCC1CN(C)CC(Oc2cccc3cnccc23)C1C,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCCNc1ccc(Nc2cccc(-c3ccc(C(C)(C)C)cc3)c2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COCCNc1ccccc1C(=O)NCCc1cccc(CCc2ccccc2)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COCCOCCCN(C)CCOc1cccc2c(N)nccc12,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COCNC=CNOCCC=CC=C1CCC2=CC(C)C=C2C1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COC[C@H]1C(=Cc2c[nH]c(SC=C(O)c3ccccc3)n2)C(=O)C(=O)C1(C)C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COCc1ccc(NS(=O)(=O)C2CCOCC2)cc1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
CO[C@@H](c1cc(N)nc2ccccc12)[C@@H](c1ccccc1)N1CCOCC1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CO[C@H]1CC[C@H](C2=NC(C)=C3C=[N+]([C@H]4CCN(c5cccc[nH+]5)C4)C(=O)C=C32)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CO[n+]1c(=O)c2cccc3cc(-c4ccccc4)cc4c(O)oc1c4=c32,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1[nH]c(Nc2ccccc2)nc2nc(CC(=O)O)c(-c3ccccc3)c1-2,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
COc1c(O)cc2cc1OCCc1ccc3ccc4c(c(c(C)n4C)C(=O)NC2)c3c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1c(O)cc2cccc3c2c1[C@@H](C)[C@@H]1[C@@H](O)NC2=C(NC=CC=N2)N[C@@H]31,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1c2ccc(C)cc2nc2c1cc(CNc1ccccc1)c1cccc(O)c12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1c2ccc3c(c2nc2c1c1n4c(c(N(C)C)cn2-4)=CC=C1)C=CC=CC=3,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1c[nH+]c2c(N=Cc3cc4ccccc4[nH]c3=O)c(C)c(=O)n(C)c2c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1cc(-c2ccc(C(=O)NC(=O)c3ccccc3N3CCCC3)o2)ccc1O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1cc(-c2ccc3c(c2)[N+]2=C4C=CCCC4=NC2=C3C(O)O)ccc1O,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
COc1cc(-c2ccccc2)c(-c2ccccc2)cc1Cn1nc(N)[nH]c1=O,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
COc1cc(-c2ccncc2)cc(CNC=C2C(=O)C(CCC3CCNC3)CC2C)n1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COc1cc(-c2cnc3ccccc3c2)c(Cc2ccc(F)cc2)c(O)c1O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1cc(C(=NOP(=O)(O)O)c2ccc(O)cc2)ccc1O,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
COc1cc(C(=O)NC=CC=NN=CC#[N+]c2cnc3nccnc3n2)ccn1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1cc(C(=O)O)c(Cc2c[nH]c3ccccc23)cc2cc[n+](C)c1-2,['agrin_lg3_modulator'],['AGRIN'],1,1.0,0.0,0.0
COc1cc(C)c(NC(=O)NC[C@H](Cc2ccccc2)c2ccccc2)cn1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1cc(C)cc(NC(=O)C=NN=NN=[N+]=NN=Cc2ccccc2)c1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1cc(C)ccc1C(C)NCC1=CC=[N+]2C1=Nc1c[n+](Cc3cncc[nH+]3)ccc12,['limk2_activator_alphaC'],['LIMK2'],1,0.0,1.0,0.0
COc1cc(C=CC=NNC2=CC=CC(CC=NNCCO)C2)cc(OC)c1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
COc1cc(Cl)c(C(=O)N[C@H](C)c2ccc(NC(C)=O)cc2)cc1OC,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1cc(F)c(N2CC[C@H]([C@H](C(=O)O)c3ccccc3)C2)c(F)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1cc(OC)c(OC)c(C(=O)N2CCN(C(=O)c3ccncc3)CC2)c1,['limk2_activator_alphaC'],['LIMK2'],1,0.0,1.0,0.0
COc1cc2c(c(-c3[nH+]c4cnccc4c4c3C3=CC=CC3=[N+]4C)c1)OCO2,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1cc2c(c(O)c1O)OCc1cccc(c1)C[C@@H]1CN(CCN1C(C)(C)C)C2=O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1cc2c(cc1NC(C)=O)N1Nc3cc(CNC(C)(C)C)ccc3N1N2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1cc2c(cc1O)=NC1=C(c3ccccc3)c3ccccc3C(=O)[N+]=21,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1cc2cc3c(=O)c4cc(C)ccc4oc3cc2cc1NCc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1cc2ccc(-c3ccc(O)c(F)c3)nc2cc1Oc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
COc1ccc(-c2c(-c3c[nH]c4ccccc34)c[nH+]c3ccccc23)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(-c2cc(NC(=O)[C@H](N)CCO)ccc2NO)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(-c2cc(Nc3nnc(C)s3)cc(C(O)C(=O)O)c2)cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
COc1ccc(-c2ccc(-c3cn[nH]c3)cc2O)nn1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
COc1ccc(-c2ccc(C(=O)c3ccc(C(C)(C)C)cc3)c(O)n2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2ccc(NC(=O)C=Cc3ccc(O)c(O)c3)cc2)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
COc1ccc(-c2ccc3c(c2)S[C@H]2C[C@@H](c4ccc(O)cc4)CN2C3)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2ccc3nc4c5ccccnc5c(C(C)(C)C)cc4c3c2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2cccc(-c3ccc4nc5cccc(C)n5c(=O)c4c3)nc2=O)cc1N,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2cccc(NCCNC(S)=Nc3cccc(C)c3)c2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2ccnc(CN=NC3CNC(c4cnc(N)nc4)=N3)c2)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(-c2nc(-c3ccc(N4CCNCC4)cn3)nc3ccccc23)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc(-c2nc(C)cc(Nc3ccccc3C=CC(N)=O)n2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2nc3cccc4[nH]c5cc(OC)cc(=O)c-5cc4c-3[nH+]2)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc(-c2nc3cnc(N)nc3nc2-c2ccc(O)cc2)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(-c2ncc(-c3noc(-c4ccc(C(N)=O)cc4)n3)nc2C)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(-c2ncc3c(=O)nc[nH]c3c2-c2ccc(O)cc2)cc1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
COc1ccc(-c2ncnc3nc4nc5c(nc6ccccc6n5C)n4c23)cc1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
COc1ccc(-c2ncncc2-c2ccc3cccn3c2)cc1O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(-c2noc(N3CCCN(C(=O)NCc4ccccc4)CC3)n2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
COc1ccc(C(=O)NN=CC(=O)NC2=CNc3ccccc3C=C2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(C(=O)N[C@@H]2CC[C@H](C(=O)Nc3ccccc3C)[C@@H](C)C2)cc1C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(C(COc2ccc3c(N)nccc3c2)C2CCN(C)C2)cc1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
COc1ccc(C2=C(C)C=C3[C@@H](CC(=O)N3c3ccc4c(c3)OCCO4)C2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(C2=C(COP(=O)(O)O)N=C3C(=O)N=CN=C32)cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
COc1ccc(C2=c3cccc4c3=C(NN4C)c3c(cc[nH]c3=O)O2)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc(C=C2C(O)=Nc3ncccc3[C@H]3[C@H]2CCN2CCCN[C@@H]32)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(C=C2Oc3cc4ccc5c(c4c(O)c3C2=O)C(=O)OC5)cc1O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CC(C)C)cc1OCCN1CCCN(CCCNc2ncc[nH]2)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CCC[C@@H](CO)Nc2ncccc3nnc(N)c2-3)cc1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
COc1ccc(CCN(Cc2ccc(O)cc2)C(=O)c2ccncc2)cc1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
COc1ccc(CCN2CC(=Nc3nc(C)cc(C)n3)CC(O)C2=O)cc1C,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
COc1ccc(CCNC(=O)c2cnc3n(-c4ccc(O)cc4)ccn23)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CCNC(S)=Nc2ccc(-c3ccccn3)cc2)cc1C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CCNNC2CCCC3C(=O)CCCC3C2N)cc1,['rock2_activator_alphaC'],['ROCK2'],1,1.0,0.0,0.0
COc1ccc(CCc2ccc(OC[C@@H](O)c3ccccc3Cl)cc2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CN(CCc2ccccc2)Cc2ccc(S(N)(=O)=O)cc2)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(CN(Cc2ccccn2)c2ccc(NC(C)=O)cc2)cn1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
COc1ccc(CNC(=O)c2cc(-c3nc(C)c(C)cc3C)ccn2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(CNC(=O)c2ccc3c(c2)CC[C@@H](C(=O)O)c2cccn2-3)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(COc2c3ccccc3nc3c(N)ncnc23)cc1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
COc1ccc(CSC2=CC3=C4CC[C@@]5(C)CC[C@@H]6CC(=O)C(=C4[C@H]65)C3=C2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(C[C@H](C(=O)O)c2cc3ccccc3c3cccnc23)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(C[C@H](c2ccccc2)N2CCc3ncccc3C2)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(Cc2c(OP(=O)(O)O)n(C)c3nc(C)ccc23)cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
COc1ccc(Cc2cc(OCc3cnc4[nH]c(N)nc(=O)c4c3)cc[nH+]2)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(Cc2ccccc2OCCC=CCNNC(=N)N)cc1F,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
COc1ccc(Cc2cn(-c3cccc[nH+]3)[nH+]c2NCc2c[nH]c3ccccc23)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(Cc2nc3c(-c4ccccc4)c4ccccc4[nH+]c3c(=O)[nH]2)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
COc1ccc(Cn2ccc3cc(-c4ccccn4)cc(O)c3c2=O)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(Cn2nc3c(ncc2=O)c2ncnc2c(=O)n3C)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(N(Cc2cccc(C(=O)O)c2)C(N)=NCc2ccccc2)cc1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
COc1ccc(N(Cc2cn3ccccc3n2)C(=O)CCc2ccccn2)cc1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
COc1ccc(N2CCN(C(=O)CC(=O)Nc3ccc(C)cc3)CC2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc(N=CCNCCN=NN=NC(=O)c2ccc(O)cc2)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(NC(=O)C=C2CC(O)CN2c2ccc3ccccc3c2)cn1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
COc1ccc(NC(=O)[C@@H](Nc2ccccc2)C(=Cc2ccccc2)C(=O)O)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
COc1ccc(NC(=O)c2cc(O)nc(-c3cccc(-c4ccccc4)c3)n2)cn1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(NC2=[n+]3cc4c(cc3N=N2)=NC=C4c2ccc(F)cc2)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc(NCCc2nc3c(-c4ccccc4)ccnc3n2C)cc1,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
COc1ccc(NCc2cc3c(=O)[nH]cnc3c3cc(C)ccc23)c[nH+]1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(Nc2[nH+]c3c(c4c2=Cc2cc(C)ccc2N4)C=NC=NC=3)cc1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
COc1ccc(Nc2cc(C(=O)O)cc3ccc4ccc(F)cc4c23)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(Nc2ccccc2NC(=O)CC=CCC(N)=O)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc(Nc2nc(N3CCC(N(C)C)CC3)nc3ccc(OC)cc23)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc(Nc2nc3cnc4ccccc4c3nc2OP(=O)(O)O)cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
COc1ccc(Nc2ncnc3c2CN(c2ncc(N)cn2)CC3)nc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc(Oc2ccc3c(c2)C2=c4ccccc4=NC(=O)C2=NC3=O)cc1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc([C@H]2CCN(CCCc3ccc(C(N)=O)c4nc[nH]c34)C2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc([C@H]2C[C@@H](c3ncnc4[nH]cnc34)[C@H]([C@@H](O)COP(=O)(O)O)O2)cc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc2c(=O)c3ccc(C(=O)O)cc4cc5c(CCO)cc1c2c5c43,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc2c(N=NCC(=O)NN=NN=NN=Cc3ccccc3)ccnc2c1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
COc1ccc2c(c1)-n1cnc3ncnc(c31)NCc1cccnc1N2,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc2c(c1)=C(c1[nH+]n(C)c3ccccc13)NC1=C(O)C=CC=CC=21,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc2c(c1)=Nc1c(N)ncc3c1[n+](c(O)n3-c1ccccc1)C=2,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
COc1ccc2c(c1)C(=O)[N+](C[C@@H](O)NC[C@@H](O)c1ccc(O)cc1)=N2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc2c(c1)C=c1c([n+](C)c3cccc4cc(S(=O)(=O)O)cc1c43)C=C2,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
COc1ccc2c(c1)N(C)c1cc3[nH]c4[nH+]c(C)ccc4c3cc1C(=O)N2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
COc1ccc2c(c1)Oc1nc(N)ncc1-c1c(cnc3cnccc13)CC2,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
COc1ccc2c(c1)nc(-c1ccc3cnccc3c1)c1ccccc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
